HomeworkType,Difficulty,Subject,Length,StudyHours,PreviousCompletionTime,StudentFocusLevel,TeacherClarity,SubmissionUrgency,ResourcesProvided,CompletionTime
Presentation,Easy,History,37,10.841920087208385,140.38534313739328,0.1669011479974643,0.9810276005079098,Low,None,102.21027747120273
Coding,Easy,Math,1,6.1059925031905955,90.85471981143054,0.2038265211751335,0.44773132342312627,High,Partial,279.25384246538687
Research,Easy,Computer Science,15,10.106017230653318,150.38682392321536,0.8827131910092965,0.3405328166323556,High,Partial,182.74703774453747
Essay,Hard,History,37,5.530958566151097,15.54534448399337,0.5250037831805839,0.4793600642592615,High,None,131.20567661460456
Essay,Moderate,History,13,6.1659497087797375,36.78555401079388,0.7415941324102628,0.18495772831347324,Medium,Partial,200.58543381193118
Math Problems,Hard,Math,40,2.8008436685004314,39.23213525024103,0.45361840204440396,0.21313531586090412,Low,Full,233.87052597579446
Research,Hard,Computer Science,8,4.24434978515932,53.53523856068217,0.33283985267407107,0.47299064227149834,Low,Partial,288.8075051450493
Coding,Moderate,Literature,5,9.278470483860016,115.64623138412485,0.4124729508059908,0.7862000697451901,Low,None,157.37151124626104
Presentation,Hard,Computer Science,9,6.780865114069913,182.98960089502137,0.8147641107854652,0.9102810156170418,Medium,Full,46.948075449966254
Presentation,Moderate,Science,1,11.72738890269663,218.27393272364725,0.6626945125282944,0.6983361916446438,Medium,Full,140.61825340941428
Coding,Easy,Literature,36,12.86248184660597,202.1356819653766,0.9438758019621118,0.19469759971435274,High,Partial,151.50661001423936
Math Problems,Moderate,History,35,8.353873064143018,55.28421050840722,0.7117343007191506,0.7048177859624816,High,Full,270.64331228291707
Presentation,Easy,Literature,2,11.494875734812858,111.46462701304544,0.6131634685792245,0.6718851286326747,Low,None,127.51821901194162
Research,Hard,History,40,4.950115441321265,55.864667484463055,0.6491764080872511,0.8251875264639982,Medium,Full,286.69741549283447
Math Problems,Hard,History,23,6.517082623301134,70.82851783345387,0.9481342955215731,0.8427237999869628,Medium,Partial,153.26259369858542
Research,Easy,Literature,9,10.835276305144049,125.81580574773382,0.8093808368800355,0.8813827682010811,Low,Partial,292.5274427789947
Essay,Hard,History,34,6.100073895846945,25.665075686410184,0.12163711362979404,0.47271836312118853,Low,Full,17.336521522324226
Math Problems,Moderate,History,46,9.033321559805337,60.18009580645284,0.5807257265221275,0.7280779558169298,High,None,271.1623818198088
Presentation,Easy,Science,14,3.1879052966964165,225.13697710063698,0.7195045703919083,0.34142532303007966,High,None,280.36932880385496
Math Problems,Hard,Computer Science,4,9.196684067072221,117.20674731145246,0.7738286305952395,0.9994026519851539,High,Partial,288.8909666930858
Math Problems,Easy,Computer Science,30,12.991948754789957,112.43890097491061,0.29182790738254305,0.2578008172391739,Low,Partial,18.72681223976523
Math Problems,Moderate,Science,31,13.095274777439672,13.350445592794147,0.880459619006217,0.10910298849475224,Low,None,63.93473841683806
Math Problems,Moderate,Literature,38,11.002993891778326,66.90194182341952,0.9602588324576473,0.23392784306635842,High,Full,201.32288338157232
Research,Hard,Math,11,11.313423996603827,209.2472602759017,0.3130437752603828,0.798285060589714,High,Full,22.259717144505533
Essay,Moderate,Math,35,8.58994795468516,47.86453849949381,0.8943539117655213,0.5021053088573904,Medium,Full,33.12856391030271
Coding,Easy,Math,8,8.977687307404459,105.47873609298584,0.18728088626448586,0.5027502230293854,Medium,Full,78.00747900263096
Math Problems,Moderate,Science,3,2.437933430452511,13.29610834941029,0.15013615250372067,0.9595206276505016,High,None,161.04533409200698
Presentation,Easy,Science,14,6.935958232108867,120.01716078422784,0.21630142009247444,0.9276714172252668,High,Partial,170.58222939104016
Math Problems,Easy,History,13,7.036256116352275,14.834854547029945,0.1519669715203324,0.38007526402360825,Medium,Partial,24.76441999614874
Presentation,Moderate,Math,45,14.398218617182232,198.51019720513398,0.8605110134401983,0.28815231590277957,High,Full,63.55466647273638
Research,Hard,Literature,32,6.750759508037697,199.71636652203384,0.15314513001244476,0.8636339889403657,Medium,None,157.41611690037678
Presentation,Moderate,Literature,34,8.465468351089985,191.18070330954507,0.34449777222728994,0.9154171639399269,Medium,None,184.2730769688705
Coding,Easy,Math,45,8.232145289546985,75.17373584495719,0.19338070918227074,0.5874372305186383,Medium,Full,57.29448349857138
Essay,Easy,Math,19,9.733044897142744,202.56456019101816,0.36587983268238844,0.6664813400053904,Low,Full,128.66980240488664
Presentation,Moderate,Math,38,11.34937605431249,134.88957049921194,0.18150352084082844,0.331222856223064,Low,Full,272.7544094073314
Presentation,Hard,Science,16,3.7631072044776457,95.97586503941056,0.7012029256687127,0.8207224191806721,High,Partial,299.68629680815906
Essay,Hard,Science,2,8.166504076927318,153.8258907319736,0.21999413470831763,0.6689101856041207,Medium,Full,296.3561196268752
Coding,Easy,Science,40,12.475806756082441,12.838440593886022,0.8666613332549991,0.553162160168197,Low,Partial,266.27723543175864
Math Problems,Easy,Computer Science,17,7.215163350643916,42.88100184817299,0.8354719456539769,0.15409770047055626,High,None,127.47812506573455
Presentation,Hard,Literature,34,4.537634422416809,180.72751377916043,0.11229551692354849,0.9243414662600383,High,None,210.67367324131348
Essay,Moderate,Literature,42,9.993281592666337,66.1571700047152,0.9061537199636032,0.6539062783459654,High,Partial,133.72878491849661
Research,Easy,History,16,12.444627239087282,147.5420969856124,0.12604988506903037,0.27342198522367117,High,Partial,199.8302026448978
Essay,Easy,Science,38,1.4155342474471742,98.57359864929683,0.315681206461801,0.6457475052847474,High,Partial,103.18825422630272
Research,Hard,Computer Science,2,11.763462009404794,206.60532912383013,0.12915022399839557,0.709717018815976,Medium,Partial,187.7676422789446
Coding,Moderate,Computer Science,2,12.413895027945681,229.05552037922803,0.4022591383353844,0.5731933030149029,High,Full,164.2711715175622
Math Problems,Hard,Literature,26,7.192082450034799,213.2198875251438,0.5624798731419445,0.7462915641604202,Medium,None,21.976875756761984
Essay,Moderate,Science,13,14.757932023867777,72.24259877952723,0.8169803821136242,0.6233085531357618,Low,Full,240.3503275676424
Presentation,Moderate,History,47,11.907270940255982,54.65745988059892,0.40418339542285253,0.9529926238289333,High,Partial,18.39088218986935
Coding,Moderate,Science,31,11.718107190987153,119.12002553276905,0.734941022205805,0.14832737073937616,Low,Full,98.549443542191
Essay,Easy,Math,34,11.343659328975042,11.686854692321463,0.2687540114070823,0.19562113762260447,Medium,Full,16.688358654390676
Presentation,Hard,Science,39,2.683817496664973,15.936160358531799,0.7755386110697138,0.2563044732589059,Medium,None,122.21740278913148
Essay,Hard,Math,3,3.649847853568657,137.25684711329,0.3123969453183138,0.7211539635438989,Low,Full,33.0007505267797
Research,Moderate,Math,8,7.227856906234162,129.70336295801576,0.22919028034939115,0.6810362854748278,High,None,275.35062554690376
Essay,Easy,History,23,4.328063074412255,238.75385747810978,0.2668679653366489,0.9028529741887247,High,Partial,133.46859912141755
Essay,Easy,Literature,14,6.520994098843587,56.42362213366437,0.26385681599366984,0.7595897075955086,Low,Full,145.95629583635687
Essay,Hard,Science,27,13.38272959388235,69.36390370690773,0.5615765914392921,0.557519938808133,Low,Partial,114.70731728589364
Coding,Easy,Math,29,12.452739932249404,36.11434773504594,0.8603178230693315,0.9926486132172673,Low,None,193.83925394750338
Essay,Easy,Science,39,9.635578237959741,221.0348922203613,0.17164456929325506,0.3394971605523692,High,Partial,238.55631323618806
Presentation,Moderate,Literature,39,12.942745716641001,188.89658622544366,0.7362606866440804,0.8498724938069085,High,Partial,199.7218217689587
Research,Easy,Literature,1,11.864699640750114,199.13799563507493,0.6889118136875719,0.4841113349745274,High,None,228.23902874261134
Research,Moderate,Computer Science,17,6.720281511692912,217.63567123183702,0.8852679566464261,0.6838616249881607,Low,Partial,273.20249410013923
Essay,Hard,Literature,41,3.4154447047242043,130.7269969469428,0.31973280445621655,0.7545416234071907,High,Partial,261.1107615263572
Coding,Easy,History,30,7.955915080135418,113.77443403366644,0.5050988728165267,0.6703786784713027,Medium,Partial,207.1066590348033
Coding,Hard,Math,13,11.175318796663976,85.99003894309179,0.9332446369991656,0.22645657279773396,Low,Full,76.17181942776216
Presentation,Hard,Computer Science,21,6.828084181579099,145.51936130000675,0.6939941051217855,0.49865590967313944,High,Partial,196.74531254694972
Essay,Easy,History,19,10.16819269186651,114.48403126165918,0.44989157157543724,0.6052945401398119,Low,None,159.23368228604562
Research,Easy,Science,19,1.8677476812201326,113.86008491928227,0.21827114456974162,0.864139383260737,Medium,Full,219.40748083796973
Coding,Hard,Math,25,11.34606867738535,225.49340865816194,0.33623650711053193,0.49928117391871507,Medium,Full,252.38551979198076
Essay,Easy,Literature,22,12.284347488449399,236.32724828419992,0.623093929740445,0.9268725743238263,Low,None,226.67562669812898
Coding,Moderate,Math,31,10.749148908817846,193.19140954580357,0.7463511528044623,0.4963368007226896,Low,Partial,256.2699334389663
Coding,Moderate,Science,17,14.5253220191323,184.0543607567935,0.21197969816670414,0.5939018733367105,Medium,Full,33.2019164021918
Research,Easy,Computer Science,23,12.486454833179286,166.52837720919334,0.6396375340396486,0.8166571146485209,Low,Full,24.011710897677226
Math Problems,Hard,Computer Science,32,13.594859054209806,48.197216036708156,0.5953161509548759,0.6247609159799292,Medium,Full,88.67266179438428
Presentation,Easy,Computer Science,10,14.036780710135897,23.59433880140054,0.5625599020216372,0.9641962651445422,Medium,Partial,271.68983397095906
Presentation,Easy,Literature,10,12.119545882170224,168.8670524760505,0.7211108059138072,0.6943022474627148,High,Full,249.74288653043254
Research,Hard,History,36,10.276753209094236,177.62083111901248,0.8537046355751157,0.570438508660841,Low,None,209.57727987166382
Coding,Hard,History,8,0.5829194297314446,20.80378795257215,0.3906907148591816,0.12123277100271629,Low,Partial,214.71622022031903
Essay,Moderate,Math,20,7.254473421735308,223.45190255263506,0.9001109710998635,0.4723596078222969,High,None,222.10108373859057
Coding,Hard,Literature,32,8.781853330024235,30.962347072275833,0.24457025135669563,0.36932357733414445,Medium,None,283.6417696381529
Research,Moderate,Computer Science,14,4.908438950495994,75.75712276737654,0.2557214827760479,0.7732951010987403,Low,Full,252.1744784076539
Presentation,Hard,Computer Science,28,5.112514480100345,164.64965694370204,0.34009485726153155,0.2874499076381912,High,Full,192.66626030270854
Coding,Easy,Science,46,14.436811527797396,49.070696713029555,0.20757778259237003,0.28469807856466467,High,Full,204.72889904828503
Presentation,Moderate,Science,24,13.429807545439816,22.745654341716218,0.30728730221458983,0.27056713891363915,Low,None,75.91597468741975
Essay,Moderate,Computer Science,15,12.81309557977471,86.16369250775445,0.19577058661256014,0.21305405184061232,High,Partial,202.33586516953767
Presentation,Moderate,Computer Science,22,6.387171124738604,186.17346221669118,0.8395771752868513,0.3799063033037987,Medium,Full,136.03351853926068
Presentation,Easy,Literature,30,0.698628980929261,105.14609616660988,0.22507209269796213,0.8973299029990826,High,Full,58.59413312263696
Math Problems,Easy,History,4,1.663222573607854,160.18377203882605,0.7725678018038712,0.7974356250753595,Medium,None,244.8248034852737
Math Problems,Easy,Science,13,5.026847339155253,143.31239236247143,0.14312248112200038,0.7617260946761141,Medium,Partial,160.4204234438965
Math Problems,Easy,History,23,0.7282722384373163,15.110250865883494,0.9536682947625236,0.8176031250849664,Low,None,293.56613688148514
Presentation,Easy,Literature,8,0.7486718377703727,237.36419702051253,0.7400440787749896,0.3424761003966145,High,Full,95.27861602523961
Research,Moderate,Computer Science,18,13.79074787381496,19.528460428459184,0.1061168937275006,0.898697521677239,Medium,None,151.99098200694687
Presentation,Easy,History,12,10.739298280726285,232.59462965915156,0.7874708501801926,0.22357303762744396,Medium,Full,142.67870458062743
Research,Moderate,Computer Science,31,4.979861855988213,136.46876102381157,0.5626737286895668,0.4027111540440238,High,Partial,49.42216389328494
Research,Easy,Computer Science,14,2.423346375213821,231.5265762249653,0.8014286533016077,0.6280733070706086,Medium,None,136.44285446677213
Math Problems,Hard,Math,34,7.918717909478618,36.39332786518216,0.5702471280015297,0.1926145795078006,High,Full,96.95273507996359
Coding,Moderate,History,18,0.5775193323882846,122.79395941266803,0.6769223718718191,0.7571171689987825,Low,Full,60.6913343395763
Essay,Hard,History,34,14.106999285943088,48.985941129193485,0.8076984898555364,0.4485214433831275,Medium,Full,95.41434145029969
Math Problems,Moderate,Computer Science,11,6.514819231139735,21.724221715161754,0.4645972491290711,0.8059650990475601,Medium,Full,81.47673201092172
Math Problems,Hard,Literature,41,6.333856850941325,152.03169646433165,0.10243733483840689,0.5436066570261425,High,None,224.21095633667522
Coding,Easy,Math,12,6.163607309935841,57.79018682118903,0.8649518463506696,0.2627870719828027,High,Full,23.770925803860628
Essay,Easy,Computer Science,49,1.505260790622589,145.17031420613557,0.4428013263621964,0.7612856302198099,High,None,190.97688315526807
Presentation,Easy,Science,15,9.755672476981486,35.84383084826669,0.5464384534149248,0.3269295602550492,High,Full,231.78848247672784
Presentation,Moderate,Science,31,11.128552484611124,86.35688842952163,0.10698997793857185,0.5417292711412386,Medium,None,152.00618509365736
Math Problems,Hard,Math,49,10.303818265030209,189.77548835224684,0.5428828093150881,0.16797994224121687,Low,None,280.49601930225674
Essay,Easy,Literature,29,2.5073146532762176,110.52185002370317,0.9878386614145566,0.656079988970833,Low,Full,216.74599814241256
Math Problems,Hard,Computer Science,26,8.893182436516092,154.38144542638736,0.35044089473689266,0.6992719895946495,Low,Full,228.15824062375393
Research,Hard,History,18,8.757525020497681,158.91532637147557,0.45587644321814025,0.4408067889755052,Low,Full,71.12604392064802
Math Problems,Easy,Math,32,13.09195642515004,204.06366011707752,0.7184709968218089,0.9589805022889665,High,Full,236.52923911413595
Math Problems,Easy,Literature,22,5.997351046446881,84.7322427135275,0.8333143007712928,0.8867520293338615,Medium,Partial,252.14699978368776
Presentation,Hard,History,38,5.886546183061796,168.07797939397904,0.47565246160549024,0.7371468241659953,Medium,Full,117.96092069570703
Presentation,Easy,Science,17,9.46864235141369,231.1716356206181,0.37870198336116334,0.7422868670443684,Medium,Full,75.80847438939679
Presentation,Easy,Science,23,9.679553475742939,177.95596690230965,0.9440432199865604,0.32716154344793613,High,Full,124.73944357303075
Research,Easy,History,24,7.304635796223961,122.67020964508124,0.7094304700045023,0.691133707979604,Medium,None,225.78827116503908
Presentation,Moderate,Math,8,6.924360753791106,155.06501223314373,0.20711917404382696,0.2783856387119677,High,Full,134.0271166725803
Essay,Hard,Science,41,7.6651412242492984,180.12706648551486,0.16203509032118377,0.2296029015278399,Medium,None,224.94578443906457
Coding,Hard,Computer Science,6,12.985156842798022,150.82342610959066,0.5351948657113321,0.9995211047823221,Low,None,47.36589417859823
Essay,Moderate,History,5,7.186920068181696,13.835437102663004,0.2980810594425452,0.6601383383258568,High,None,244.71333748921805
Essay,Hard,History,44,14.129010983562425,54.797904468061944,0.32858627803862817,0.48788908539147147,Medium,None,87.16413226807185
Presentation,Easy,Science,29,7.808054572146728,196.4076899595572,0.8899229609450634,0.3593480705955562,Low,Partial,85.9447614986592
Coding,Hard,Math,28,14.263410051122925,72.70964888187147,0.1806094218846796,0.6435283992960047,Low,Full,183.2585750831003
Coding,Easy,Computer Science,11,12.576062577101599,178.2592874990608,0.7438277037060007,0.14463415739807753,Low,None,34.98364303789205
Coding,Moderate,Math,1,5.7552541779295225,95.5876495055907,0.3440280280425293,0.18521289145431558,High,Full,22.49485210513054
Research,Easy,Literature,43,13.022800608800932,130.03339547632692,0.7842953992637239,0.12957102796635672,High,None,89.39316960863304
Presentation,Hard,Literature,19,2.095917620916171,25.633858958462852,0.7501702460171901,0.5492528499363956,Medium,Partial,168.34925195942446
Coding,Hard,Science,9,13.913184042473711,51.6818790414332,0.10665271129986373,0.6405459662684643,Low,None,273.6706700741898
Research,Hard,Science,27,9.65883096870193,230.15530160942396,0.5582218716294393,0.1562317852220388,Medium,Full,256.2340252475825
Math Problems,Moderate,Science,34,1.2886658535735123,214.73175229279022,0.22538753414024174,0.7491020207490249,Medium,Full,154.777241077478
Math Problems,Moderate,Literature,44,9.841722492936768,160.02327550678154,0.8796043275208091,0.30735556436310796,Low,Partial,25.559818202645438
Research,Hard,Math,4,14.626590985098964,115.7182573987196,0.8844272945761659,0.7166813083928795,Medium,Full,167.54702936935308
Research,Easy,Math,36,1.5121094919121194,165.42509736590148,0.4765112267443823,0.9837074260317211,High,Full,215.86674597870922
Presentation,Moderate,Science,18,8.54297179181125,152.28036649160597,0.49995605660597253,0.721995283048466,Medium,None,111.66189176963462
Presentation,Hard,Computer Science,15,11.343018071510901,140.76701878906078,0.3729546454640744,0.8948737476312476,Low,Full,46.65304143527159
Math Problems,Hard,Math,13,12.248749507143204,23.61072652861462,0.7449456690640279,0.9533786560687606,High,None,94.39186666361293
Coding,Moderate,Literature,19,6.50049824715154,155.5446004521466,0.4227952267238132,0.538075943517084,High,Partial,234.90282637332697
Math Problems,Moderate,History,49,3.4604151079395233,186.85161025136873,0.3410132270703704,0.7320924814777362,Medium,Full,115.10449220074858
Coding,Moderate,History,6,1.1139630421995657,238.63878056848236,0.48900795355405746,0.8667723282002575,Medium,None,246.41472484542737
Coding,Easy,History,48,8.90602927790976,12.548067096691225,0.18233876654871284,0.42094802158694755,High,Full,106.06361376513061
Presentation,Easy,Computer Science,12,7.067210518880357,177.93989426145563,0.7719428841797834,0.3352575849043554,Medium,None,61.61318594793817
Essay,Hard,Science,37,14.25679372967081,141.5115426652755,0.11133676114460828,0.9519387155005048,Low,Partial,139.21678246137833
Essay,Moderate,Literature,17,1.378771161866192,109.83200049862005,0.6800365553685346,0.7536731503319362,Medium,None,143.8982360024046
Research,Easy,Computer Science,23,10.438232479967082,39.3411401514153,0.26457807407938516,0.2977139200382437,Medium,Full,19.59084228656104
Presentation,Moderate,Literature,26,0.8620102207408289,104.08958418602153,0.3091636415929718,0.5041750534085021,High,None,48.35784572130295
Coding,Hard,Literature,29,2.9857955623028696,91.50675208681112,0.672068798776036,0.8168065925840284,Medium,Full,67.70391535025297
Essay,Easy,Science,33,7.076895498881095,79.6508744651107,0.9936491192046164,0.5923566918265979,Medium,Partial,47.372385452922344
Coding,Easy,History,27,7.095650420641589,178.10231336410777,0.7999457401652956,0.6849568883493001,Medium,None,112.33493149508868
Essay,Easy,Science,25,10.442657872537836,171.16686989538067,0.30325566900105283,0.7783913818405471,Low,Full,289.9175138508501
Essay,Hard,Computer Science,10,13.698089005582471,145.47462092560966,0.25842227953702046,0.6598082699280825,Medium,Full,160.1284234232172
Essay,Moderate,Computer Science,47,9.765966304266351,225.8929070574756,0.8796095832409033,0.5860713897299762,Low,Full,193.85346680313424
Presentation,Easy,Computer Science,23,14.326258918846877,90.46650836159652,0.4997655531293539,0.7746528559489961,Low,None,116.57014637906303
Math Problems,Hard,Science,21,13.283426778230966,66.0744456733413,0.2233475225453399,0.7548067318889806,Low,None,107.19401206829663
Coding,Moderate,Literature,21,8.975247035196459,160.8577620126319,0.8759902809897443,0.666885160164861,Low,None,21.596829995777384
Presentation,Hard,Literature,43,12.589983288322996,55.727234015602676,0.8344831176228352,0.4238104720437367,High,Partial,157.59509186766638
Presentation,Moderate,Math,13,9.817375349692693,82.45241665218767,0.9855157275074472,0.4652308829802444,Low,Full,152.8285669242249
Presentation,Hard,Computer Science,37,1.6390885483940436,61.658561217223514,0.9187693180414155,0.9733946939956877,Medium,Full,59.981756961620064
Presentation,Moderate,Literature,33,11.238188487262894,25.90532057525528,0.8666113047944874,0.20114733906237325,Low,Partial,232.83234005891055
Presentation,Easy,Math,24,1.8761723983765202,200.32471057620486,0.14731695802990286,0.34165442552755176,Medium,Partial,155.41218413863584
Research,Moderate,Literature,44,9.11420031826083,68.54432487198207,0.19397383254830625,0.5431615832839022,Low,None,111.61328149604839
Coding,Hard,Computer Science,11,10.688282984944319,118.79632576889476,0.6120848748737105,0.8530567175294073,High,None,56.86903907153419
Presentation,Hard,History,17,1.464650319057401,19.96251284849175,0.5783313216536388,0.24730809735675507,Low,None,172.36583568673854
Coding,Moderate,Computer Science,4,3.8465224819347106,170.84807723810792,0.5121668930405819,0.3492591563121489,Low,None,229.55285243531077
Research,Easy,Science,47,13.777247367793922,86.02903053044689,0.4571103928731258,0.15921839601571508,High,None,95.36981551521693
Research,Easy,Literature,25,9.436560137376997,181.2894474007183,0.48808943637789604,0.7353867394457366,Low,None,77.35639019936593
Coding,Moderate,Literature,30,4.071147272752707,104.85270390760921,0.6123681407213157,0.3143884919280545,Medium,Partial,163.75146475840444
Essay,Moderate,Science,9,10.514856681646096,55.02378947329366,0.1018688658400731,0.44980727560385547,Low,Partial,59.27284121535482
Math Problems,Hard,Science,21,9.153258089444499,128.03026892486827,0.334637896719567,0.4993313023267011,Low,Partial,204.9848151793712
Essay,Easy,History,20,7.772847648810251,40.01604871661115,0.56645174861984,0.90218254204581,Low,Full,187.52293396410568
Essay,Moderate,Literature,19,14.654711137327213,111.32400677078878,0.7499944888062816,0.4701972612981131,High,Full,39.81838413355716
Essay,Easy,Literature,19,10.41007977240888,82.9802598067119,0.2567410231558567,0.23070251792372415,Low,None,25.408308123691555
Presentation,Moderate,History,12,5.943896090184734,219.75070436591562,0.5921930564086897,0.571883444506109,Low,Partial,191.78226598774668
Research,Moderate,Math,37,12.101064765114586,24.013605995765587,0.7430137154972035,0.9666621951837666,Medium,Full,98.87372558679112
Essay,Easy,History,42,13.326457747357223,169.62400524432067,0.5001648921225142,0.6469170769457299,Low,Full,39.63703965441859
Research,Moderate,Computer Science,17,2.3156981129940557,52.032768177110256,0.12437302030304595,0.9850484984145154,Low,Partial,231.43718091259865
Coding,Moderate,Literature,37,3.408018178756364,83.38036709641516,0.504341342619073,0.8569965780449831,Low,Full,104.50254086002857
Math Problems,Hard,Science,48,3.6352916323528057,105.56823450427517,0.3668003989697378,0.13236918059207153,Low,Full,145.9858716468937
Coding,Moderate,Computer Science,39,10.522571236104834,218.84347055624406,0.9366846469311955,0.6925596358393377,Medium,Partial,82.49168432432424
Coding,Moderate,Literature,28,9.244073548272608,65.79300119697979,0.21215204711049462,0.3580901898020953,Medium,Full,193.78536733201992
Presentation,Moderate,History,41,9.475377688129528,31.001024585274152,0.6872283599565089,0.6036551700802515,High,Partial,100.92419837599245
Math Problems,Hard,Computer Science,35,14.141212845497764,83.29860891782043,0.14744778970105105,0.3514106718381039,Low,Full,290.8859739498741
Coding,Easy,Literature,47,11.750717225705936,34.075473223172665,0.5015533940314268,0.41398337494476134,High,Partial,215.34005135581836
Coding,Hard,Math,48,2.355085405420856,39.57719177092707,0.5985815384980726,0.9308518405787615,High,Full,53.96584876643775
Math Problems,Hard,Math,18,5.538852695165125,141.98563753425614,0.36815943818517893,0.2859788664025348,Low,Full,133.75802930693803
Math Problems,Easy,Science,14,6.813207869548166,24.007444612883464,0.509568071968346,0.8866982062232475,Medium,Partial,124.8450134230154
Coding,Hard,Literature,35,6.241443036840271,17.114102720520187,0.24719841507716864,0.12741202726344714,Medium,Full,167.26042655530918
Math Problems,Easy,Math,44,10.204974832847249,174.3152433382145,0.3737114645212326,0.18178888453268355,Low,Partial,254.9502422265872
Coding,Hard,History,41,13.432449997220157,93.17883181344024,0.6589956924191827,0.8692075372458372,Low,Partial,181.2752743271555
Coding,Easy,Literature,7,4.937746221080426,38.836330323790854,0.37162005027503964,0.6675004278182758,Medium,Full,32.543653115999795
Presentation,Moderate,History,41,8.502218478107192,68.3309372977329,0.9097687705679846,0.7725125242355952,Low,None,201.7934735888137
Essay,Hard,History,13,11.946436617746992,157.67989669105177,0.6655662618768907,0.2884759037396688,Low,Full,17.355609914569644
Coding,Hard,Math,18,6.5351618532575655,73.37341044239577,0.4947841165923861,0.5833751100310932,Low,None,237.28873125401202
Research,Hard,Literature,37,2.93771286178979,123.73985877769383,0.13488124199876422,0.7634973012141743,Medium,None,204.99128063720397
Essay,Hard,Computer Science,13,7.386788996324349,37.98992054713462,0.5495935016842042,0.6645827233092363,High,Full,103.00391263048701
Essay,Moderate,Math,36,1.3007265507739127,145.2615366492528,0.7882986179125803,0.5245288902020886,High,None,98.34591430801198
Essay,Hard,Math,31,14.164560083033015,82.69786728395074,0.33900183821117225,0.9638054077939433,Low,Partial,242.50780401569708
Presentation,Moderate,Literature,2,1.584907475327109,154.2027399416048,0.8260962126838906,0.7085416001081007,Medium,Partial,238.25095719851686
Coding,Moderate,Literature,16,6.857622371133384,195.93082292992526,0.32662608944579336,0.916975720217114,Low,None,115.40617099737658
Presentation,Moderate,History,9,8.18327828578363,150.67867645969827,0.8413717491557204,0.7567934604163131,Medium,Partial,100.2001025027374
Coding,Moderate,Literature,9,14.78690556816564,78.02193939685475,0.17674150745050965,0.7619171757379148,Low,Full,174.55006483159514
Presentation,Easy,History,38,2.9073164428214815,68.82105135610908,0.8795653379821265,0.17201644278191142,Medium,Partial,17.38421309548109
Presentation,Easy,Math,11,2.159257019879199,85.30682050869304,0.5492678058399975,0.4235181596685492,Medium,None,38.56010582616455
Research,Hard,Science,22,0.6262391324068819,47.86271804439611,0.3668838306582358,0.8725324660476926,High,Full,50.95833319238997
Presentation,Easy,Computer Science,33,2.7557858346048834,51.66952569550462,0.33860192537363387,0.30934347593388034,Low,Partial,67.84236808074465
Math Problems,Easy,Math,36,3.5054581964811806,191.85895343703862,0.4888095030373264,0.20395527954081957,High,Full,160.92516610250868
Research,Hard,Literature,45,9.643423652954839,98.48849259671235,0.9991445482932805,0.3934954509749141,High,None,297.78894573541976
Presentation,Hard,Computer Science,23,3.6857484606753057,110.27889153123475,0.29829465409382433,0.29839409640335257,Medium,Partial,200.99481949799573
Essay,Hard,Science,45,0.7975518135752155,146.63137708036658,0.19289498399109967,0.9327593753138397,Low,Full,32.47015641802872
Math Problems,Easy,Science,45,12.485966009786086,145.62030388485596,0.6265316518467957,0.881169977801918,Medium,Full,164.7901216077389
Math Problems,Easy,History,34,5.801137664557518,25.496680450042916,0.5396882197962314,0.5497149072546138,Medium,Partial,156.54388553100875
Math Problems,Hard,Computer Science,9,5.628601955420642,201.25438085766308,0.5717766439569766,0.15520948703548124,Medium,Full,56.08782750814411
Research,Moderate,History,24,4.885945922934935,50.78510724150607,0.7002418758014953,0.7431061114838406,Low,Full,277.2776251086862
Presentation,Hard,Math,8,14.642912518623103,176.30647629142382,0.3404296628835844,0.6610705582026382,Low,None,140.61809558748016
Presentation,Moderate,Computer Science,7,2.9666735509845816,187.7143272694783,0.9195984958454996,0.9734992036556462,Medium,None,298.4493550737758
Essay,Moderate,Math,36,13.524451927321909,174.42689284100214,0.49210485951006133,0.6030579162433393,Low,None,134.72060414686683
Essay,Hard,History,18,11.763648316028375,143.1648587074534,0.2161775756282156,0.4027543510626185,Medium,None,188.26794526482865
Math Problems,Hard,Computer Science,3,1.6089593547400396,13.360069335043057,0.7680688810605498,0.5671195242207002,Low,None,44.85732288866042
Essay,Hard,History,28,14.807571971762306,92.88636324352926,0.6787939173560652,0.9813369622640646,Low,None,144.45492978495773
Research,Easy,Computer Science,6,4.434806471315653,149.11306875339366,0.3841690622356334,0.7267261892797274,High,Partial,83.04827979113239
Presentation,Moderate,History,44,1.9294524418249788,99.1137980621839,0.6593668516306437,0.704778524134346,Medium,None,253.13596759280196
Math Problems,Easy,Science,44,12.525056394823512,208.600375829947,0.2978757607320792,0.31661343075329684,High,Full,238.41708168724887
Essay,Easy,History,21,10.746795238326648,81.02452333041153,0.5003554234064767,0.7692422658045559,High,Partial,249.89129989322717
Research,Hard,Science,28,9.449672685229562,77.5130022654919,0.9094712699505927,0.7752446465245946,Medium,Full,221.22868976101614
Research,Easy,History,40,2.7617225236345306,71.17946941131133,0.22018080984467447,0.38556008539831477,Medium,None,252.3147187317146
Essay,Hard,Computer Science,1,7.438193685711448,86.53959986098296,0.44802680498871583,0.5353424491516419,Low,None,72.23619379985244
Presentation,Moderate,Computer Science,36,11.8180623898646,138.20314179226304,0.8390281822483125,0.3651429996464105,Medium,Full,143.83247632524348
