QuestionID,StudentID,AnswerLength,TimeTaken,Correctness,Grade,QuestionType,Subject,Difficulty
Q18,S50,884,16.79,41,4.4,Multiple Choice,History,Easy
Q19,S85,469,72.61,50,4.4,Short Answer,Literature,Hard
Q20,S78,723,113.69,21,1.2,Short Answer,Geography,Medium
Q21,S56,304,14.96,55,4.7,Essay,History,Hard
Q22,S100,505,86.36,40,4.9,Multiple Choice,History,Hard
Q23,S54,716,108.77,16,0.9,Essay,Math,Medium
Q24,S62,550,78.19,35,4.2,Multiple Choice,Science,Easy
Q25,S12,628,42.86,43,4.1,Short Answer,Literature,Hard
Q26,S48,159,83.15,46,3.7,Short Answer,Geography,Easy
Q27,S96,597,70.55,28,3.5,Short Answer,Literature,Easy
Q28,S1,200,35.32,57,6.5,Short Answer,Geography,Easy
Q29,S33,351,118.99,1,-0.7,Short Answer,History,Easy
Q30,S10,134,116.87,63,5.6,Short Answer,Literature,Hard
Q31,S89,428,169.17,23,2.6,Short Answer,Math,Hard
Q32,S71,308,149.22,44,3.9,Essay,Geography,Easy
Q33,S1,198,170.62,25,3.3,Multiple Choice,Literature,Hard
Q34,S29,719,60.59,80,7.4,Multiple Choice,History,Medium
Q35,S48,894,177.58,19,2.2,Multiple Choice,Geography,Hard
Q36,S31,519,49.17,54,5.4,Essay,Science,Easy
Q37,S44,169,39.53,87,9.4,Multiple Choice,Science,Hard
Q38,S88,952,145.62,37,2.7,Multiple Choice,History,Easy
Q39,S92,819,177.13,72,6.2,Essay,Literature,Hard
Q40,S82,197,135.96,75,6.5,Essay,History,Hard
Q41,S86,764,145.37,34,4.1,Essay,Literature,Easy
Q42,S23,845,175.26,74,7.8,Multiple Choice,Geography,Easy
Q43,S16,923,66.81,20,2.2,Essay,Geography,Medium
Q44,S8,83,111.53,44,4.2,Short Answer,Science,Medium
Q45,S75,96,93.41,98,9.8,Multiple Choice,Literature,Easy
Q46,S15,341,76.29,83,7.7,Essay,History,Medium
Q47,S50,500,103.87,72,8.0,Multiple Choice,Geography,Medium
Q48,S60,658,100.35,8,0.0,Multiple Choice,Math,Medium
Q49,S64,494,17.06,16,2.5,Multiple Choice,Science,Hard
Q50,S88,922,115.49,84,7.6,Multiple Choice,Literature,Medium
Q1,S51,714,129.92,6,0.7,Short Answer,History,Hard
Q2,S81,839,27.01,51,4.6,Short Answer,Science,Hard
Q3,S44,810,47.92,18,1.9,Multiple Choice,Geography,Hard
Q4,S42,241,41.82,71,6.8,Short Answer,Literature,Hard
Q5,S66,977,85.44,60,6.3,Essay,Literature,Medium
Q6,S73,966,79.01,58,5.3,Essay,Geography,Medium
Q7,S46,697,174.15,22,2.3,Essay,Geography,Medium
Q8,S63,627,131.88,14,1.7,Essay,Literature,Medium
Q9,S17,605,132.55,80,8.5,Short Answer,Geography,Easy
Q10,S27,156,65.09,94,9.0,Essay,Literature,Medium
Q11,S75,941,112.6,92,9.5,Short Answer,Math,Medium
Q12,S93,862,48.36,35,4.5,Short Answer,Math,Medium
Q13,S89,698,10.35,85,7.6,Multiple Choice,History,Hard
Q14,S96,526,13.28,4,0.2,Essay,Math,Easy
Q15,S98,128,101.72,55,5.9,Short Answer,Geography,Hard
Q16,S64,264,3.3,65,7.4,Essay,Science,Hard
Q17,S2,18,63.99,47,4.8,Essay,Math,Easy
Q18,S41,725,84.77,41,3.6,Essay,Math,Hard
Q19,S15,462,135.46,75,8.2,Multiple Choice,Literature,Hard
Q20,S79,831,44.96,100,10.6,Multiple Choice,History,Easy
Q21,S73,394,43.91,69,7.7,Essay,History,Medium
Q22,S25,884,72.97,71,8.0,Short Answer,Science,Medium
Q23,S54,272,143.2,80,7.5,Multiple Choice,Math,Easy
Q24,S84,443,6.93,81,7.9,Short Answer,Math,Medium
Q25,S34,649,168.58,80,8.1,Multiple Choice,History,Medium
Q26,S6,541,4.07,78,7.0,Short Answer,Math,Medium
Q27,S53,757,98.37,98,9.1,Essay,History,Hard
Q28,S68,126,43.9,74,7.3,Short Answer,Math,Hard
Q29,S62,655,57.62,21,2.8,Essay,Literature,Easy
Q30,S40,527,158.45,92,9.5,Essay,History,Medium
Q31,S48,84,144.66,66,6.6,Multiple Choice,History,Easy
Q32,S30,874,38.99,44,5.4,Short Answer,Geography,Easy
Q33,S15,549,58.15,7,-0.1,Short Answer,History,Easy
Q34,S68,138,110.5,20,1.1,Short Answer,Literature,Hard
Q35,S21,293,165.94,3,1.0,Essay,Literature,Hard
Q36,S23,322,106.71,27,2.5,Short Answer,History,Medium
Q37,S17,130,105.4,16,1.9,Multiple Choice,Literature,Easy
Q38,S82,635,147.07,11,1.6,Essay,Science,Easy
Q39,S1,644,53.98,47,5.2,Multiple Choice,Science,Easy
Q40,S43,699,51.09,85,8.2,Short Answer,Geography,Medium
Q41,S11,868,80.72,54,6.2,Multiple Choice,History,Medium
Q42,S88,237,155.39,18,1.5,Short Answer,History,Medium
Q43,S89,974,94.36,45,3.5,Multiple Choice,Geography,Medium
Q44,S23,594,46.6,27,1.9,Essay,Literature,Easy
Q45,S90,898,46.68,14,2.2,Multiple Choice,Literature,Medium
Q46,S53,707,79.07,31,3.5,Essay,Math,Medium
Q47,S22,144,134.39,84,7.7,Short Answer,Science,Medium
Q48,S74,124,65.74,73,7.8,Essay,Literature,Medium
Q49,S56,249,82.77,98,9.2,Short Answer,Geography,Easy
Q50,S45,524,175.39,97,8.9,Multiple Choice,Geography,Hard
Q1,S64,409,87.62,29,2.0,Essay,Geography,Hard
Q2,S29,80,8.55,17,2.5,Multiple Choice,History,Hard
Q3,S89,219,110.67,74,6.8,Multiple Choice,History,Hard
Q4,S48,164,136.97,45,4.5,Multiple Choice,Science,Hard
Q5,S66,662,116.99,75,7.9,Essay,Science,Hard
Q6,S86,321,14.98,65,6.5,Essay,Science,Hard
Q7,S79,447,81.85,76,7.9,Short Answer,Geography,Easy
Q8,S28,948,59.49,16,1.4,Multiple Choice,Geography,Medium
Q9,S36,755,160.85,67,7.4,Short Answer,Geography,Medium
Q10,S10,403,5.88,39,3.6,Multiple Choice,History,Easy
Q11,S14,191,178.93,8,0.2,Short Answer,Literature,Easy
Q12,S16,105,47.9,74,7.2,Multiple Choice,Math,Hard
Q13,S14,208,167.48,13,0.5,Short Answer,History,Medium
Q14,S65,630,21.38,96,9.9,Short Answer,Math,Easy
Q15,S78,55,76.89,78,8.3,Multiple Choice,Science,Easy
Q16,S46,633,84.2,35,3.0,Multiple Choice,Math,Hard
Q17,S86,656,54.9,82,8.0,Multiple Choice,Science,Medium
Q18,S55,555,98.77,34,3.3,Multiple Choice,Geography,Easy
Q19,S91,16,175.19,60,5.3,Multiple Choice,History,Medium
Q20,S6,492,124.19,6,0.8,Essay,Science,Medium
Q21,S96,439,64.84,6,-0.3,Short Answer,Math,Easy
Q22,S51,665,120.2,51,4.5,Multiple Choice,History,Hard
Q23,S63,260,76.08,22,2.0,Short Answer,History,Hard
Q24,S3,408,32.65,94,9.1,Multiple Choice,Literature,Medium
Q25,S35,408,74.31,11,0.8,Essay,Science,Easy
Q26,S76,7,145.13,53,6.3,Short Answer,Math,Hard
Q27,S46,33,104.09,95,9.9,Multiple Choice,Science,Medium
Q28,S71,791,12.96,51,5.7,Multiple Choice,Geography,Hard
Q29,S65,754,110.56,98,10.5,Essay,Geography,Hard
Q30,S55,422,165.17,85,8.7,Essay,Literature,Easy
Q31,S83,916,155.58,64,6.5,Multiple Choice,History,Hard
Q32,S30,8,4.62,47,5.4,Multiple Choice,History,Easy
Q33,S77,170,90.71,67,7.4,Multiple Choice,History,Easy
Q34,S13,989,99.96,43,4.7,Short Answer,Geography,Medium
Q35,S24,171,173.0,52,5.0,Essay,Science,Easy
Q36,S54,702,136.23,75,7.7,Short Answer,Literature,Easy
Q37,S25,501,80.01,19,2.3,Essay,History,Hard
Q38,S32,569,79.76,15,1.1,Essay,Science,Medium
Q39,S67,520,38.7,55,5.8,Multiple Choice,Geography,Hard
Q40,S21,304,49.76,47,3.9,Essay,Science,Hard
Q41,S12,949,26.25,95,9.4,Multiple Choice,Geography,Medium
Q42,S76,788,88.19,60,5.0,Short Answer,Literature,Easy
Q43,S20,818,16.11,57,6.4,Multiple Choice,Science,Easy
Q44,S71,494,20.85,1,-0.7,Essay,History,Hard
Q45,S35,490,54.07,27,3.3,Multiple Choice,Math,Easy
Q46,S78,610,27.11,50,4.8,Multiple Choice,History,Easy
Q47,S96,220,64.56,67,6.5,Short Answer,Math,Hard
Q48,S41,634,145.6,10,0.1,Essay,Literature,Medium
Q49,S99,704,110.72,92,9.9,Essay,Literature,Hard
Q50,S100,352,7.73,41,3.2,Essay,Literature,Easy
Q1,S55,522,111.36,99,9.4,Essay,History,Hard
